date,close,high,low,ma10,ma20,ma5,open,p_change,price_change,turnover,v_ma10,v_ma20,v_ma5,volume
2016-06-24,7.71,7.88,7.36,7.946,7.955,7.84,7.73,-0.9,-0.07,2.21,126625.16,112822.5,104810.17,99004.37
2016-06-27,7.89,7.95,7.51,7.998,7.966,7.822,7.69,2.2,0.17,1.89,126483.59,112460.16,88297.47,84819.88
2016-06-28,8.09,8.2,7.81,7.997,7.988,7.874,7.86,2.4,0.19,2.72,125000.4,112657.48,88643.67,121920.24
2016-06-29,8.04,8.29,8.0,7.964,7.993,7.902,8.15,-0.62,-0.05,2.14,109952.2,111140.03,94397.21,95681.93
2016-06-30,8.03,8.13,7.97,7.945,7.988,7.952,8.07,-0.12,-0.01,1.52,102667.87,106335.32,93930.92,68228.2
2016-07-01,7.93,8.08,7.9,7.918,7.983,7.996,8.05,-1.25,-0.1,1.83,97646.5,104731.23,90482.84,81763.93
2016-07-04,8.21,8.29,7.86,7.941,7.991,8.06,7.9,3.66,0.29,3.34,95851.09,108738.67,103404.72,149429.3
2016-07-05,8.25,8.3,8.1,7.983,7.998,8.092,8.18,0.24,0.02,3.02,97341.3,110006.89,106038.94,135091.34
2016-07-06,8.37,8.46,8.16,8.03,8.015,8.158,8.17,1.46,0.12,3.29,105391.2,114045.75,116385.19,147413.17
2016-07-07,8.45,8.55,8.28,8.097,8.034,8.242,8.35,0.96,0.08,4.06,116511.07,119448.23,139091.21,181758.3
2016-07-08,8.24,8.44,8.21,8.15,8.048,8.304,8.4,-2.48,-0.21,2.29,116851.2,121738.18,143219.57,102405.76
2016-07-11,8.16,8.33,8.13,8.177,8.088,8.294,8.27,-0.85,-0.07,2.57,119858.55,123171.07,136312.37,114893.3
2016-07-12,8.36,8.38,8.13,8.204,8.101,8.316,8.19,2.33,0.19,2.66,119591.01,122295.71,133143.09,119244.91
2016-07-13,8.31,8.43,8.28,8.231,8.098,8.304,8.36,-0.48,-0.04,2.37,120616.79,115284.49,124848.39,105939.66
2016-07-14,8.5,8.5,8.2,8.278,8.112,8.314,8.31,2.41,0.2,2.96,127036.73,114852.3,114982.24,132427.58
2016-07-15,8.39,8.56,8.38,8.324,8.121,8.344,8.53,-1.18,-0.1,2.66,130766.65,114206.57,118313.72,119063.14
2016-07-18,8.23,8.39,8.19,8.326,8.134,8.358,8.36,-1.91,-0.16,1.91,124385.88,110118.49,112459.39,85621.65
2016-07-19,8.3,8.33,8.17,8.331,8.157,8.346,8.22,0.97,0.08,1.55,117800.46,107570.88,102457.83,69237.11
2016-07-20,8.24,8.35,8.23,8.318,8.174,8.332,8.25,-0.72,-0.06,1.36,109130.57,107260.89,93412.76,60714.33
2016-07-21,8.26,8.3,8.23,8.299,8.198,8.284,8.25,0.12,0.01,1.27,96622.3,106566.68,78262.36,56675.55
2016-07-22,8.1,8.26,8.08,8.285,8.218,8.226,8.26,-1.82,-0.15,1.83,94557.98,105704.59,70802.25,81762.6
2016-07-25,8.16,8.17,8.05,8.285,8.231,8.212,8.1,0.74,0.06,1.19,88402.22,104130.38,64345.06,53335.69
2016-07-26,8.34,8.37,8.1,8.283,8.244,8.22,8.12,2.21,0.18,2.0,85423.99,102507.5,68390.15,89462.56
2016-07-27,7.99,8.49,7.94,8.251,8.241,8.17,8.34,-4.08,-0.34,3.15,88923.99,104770.39,84435.23,140939.73
2016-07-28,8.0,8.1,7.9,8.201,8.24,8.118,7.99,0.25,0.02,1.58,82752.14,104894.43,87241.92,70709.0
2016-07-29,7.81,8.05,7.78,8.143,8.234,8.06,8.0,-2.5,-0.2,1.52,77674.46,104220.55,84546.66,68286.34
2016-08-01,7.95,7.98,7.51,8.115,8.221,8.018,7.78,1.79,0.14,1.45,75620.95,100003.41,86896.84,65086.55
2016-08-02,7.72,7.98,7.57,8.057,8.194,7.894,7.91,-2.89,-0.23,2.19,78496.28,98148.37,88602.42,97990.49
2016-08-03,7.74,7.76,7.65,8.007,8.163,7.844,7.7,0.13,0.01,0.93,76582.84,92856.71,68730.46,41579.9
2016-08-04,7.73,7.73,7.58,7.954,8.127,7.79,7.72,-0.13,-0.01,1.22,76360.12,86491.21,65478.33,54448.36
2016-08-05,7.69,7.72,7.65,7.913,8.099,7.766,7.72,-0.39,-0.03,0.87,72068.95,83313.47,59591.24,38850.89
2016-08-08,7.75,7.76,7.61,7.872,8.079,7.726,7.66,0.78,0.06,0.89,70743.09,79572.65,54589.34,40077.04
2016-08-09,7.85,7.93,7.77,7.823,8.053,7.752,7.77,1.16,0.09,1.08,66624.15,76024.07,44645.87,48273.17
2016-08-10,7.78,7.93,7.76,7.802,8.027,7.76,7.87,-1.02,-0.08,1.08,57371.2,73147.6,46011.94,48410.22
2016-08-11,7.65,7.81,7.59,7.767,7.984,7.744,7.8,-1.67,-0.13,1.12,55298.78,69025.46,45119.23,49984.81
2016-08-12,7.68,7.7,7.59,7.754,7.949,7.742,7.63,0.52,0.04,0.82,52128.0,64901.23,44664.77,36578.61
2016-08-15,7.82,7.84,7.66,7.741,7.928,7.756,7.68,1.82,0.14,1.87,53998.37,64809.66,53407.41,83790.22
2016-08-16,7.93,8.09,7.8,7.762,7.91,7.772,7.85,1.41,0.11,3.86,61500.2,69998.24,78354.53,173008.8
2016-08-17,7.93,7.95,7.81,7.781,7.894,7.802,7.89,0.0,0.0,1.94,66044.79,71313.82,86077.65,87025.81
2016-08-18,7.86,7.98,7.8,7.794,7.874,7.844,7.93,-0.88,-0.07,2.2,70431.51,73395.82,95743.79,98315.51
2016-08-19,7.9,7.95,7.82,7.815,7.864,7.888,7.85,0.38,0.03,1.37,72701.14,72385.05,100737.51,61547.23
2016-08-22,7.75,7.93,7.73,7.815,7.844,7.874,7.91,-1.9,-0.15,1.45,75168.01,72955.55,96928.61,64745.72
2016-08-23,7.78,7.86,7.7,7.808,7.816,7.844,7.77,0.26,0.02,1.38,76538.06,71581.1,74721.59,61973.68
2016-08-24,7.87,7.89,7.77,7.817,7.81,7.832,7.78,1.29,0.1,1.27,77368.49,67369.84,68659.33,56714.49
2016-08-25,7.81,7.84,7.74,7.833,7.8,7.822,7.83,-0.76,-0.06,1.31,78233.39,66766.08,60722.98,58633.8
2016-08-26,8.07,8.14,7.78,7.872,7.813,7.856,7.81,3.2,0.25,3.98,92386.34,72257.17,84035.16,178108.09
2016-08-29,7.99,8.05,7.91,7.889,7.815,7.904,8.0,-1.11,-0.09,1.76,91872.84,72935.61,86817.07,78655.28
2016-08-30,8.16,8.27,7.94,7.912,7.837,7.98,8.0,2.26,0.18,4.1,92922.0,77211.1,111122.41,183500.41
2016-08-31,8.18,8.35,8.03,7.937,7.859,8.042,8.11,0.12,0.01,2.92,97313.46,81679.13,125967.59,130940.36
2016-09-01,8.0,8.22,7.97,7.951,7.873,8.08,8.15,-2.2,-0.18,2.38,98157.25,84294.38,135591.52,106753.44
2016-09-02,8.06,8.11,7.96,7.967,7.891,8.078,8.0,0.75,0.06,1.59,99117.92,85909.53,114200.68,71153.9
2016-09-05,8.24,8.25,8.05,8.016,7.916,8.128,8.06,2.23,0.18,2.9,105647.88,90407.95,124478.69,130045.36
2016-09-06,8.36,8.43,8.11,8.074,7.941,8.168,8.2,1.58,0.13,3.61,115597.19,96067.63,120071.97,161466.8
2016-09-07,8.3,8.42,8.24,8.117,7.967,8.192,8.36,-0.72,-0.06,3.43,125264.85,101316.67,124562.12,153391.09
2016-09-08,8.39,8.6,8.25,8.175,8.004,8.27,8.28,1.21,0.1,4.82,140979.48,109606.43,146367.44,215780.06
2016-09-09,8.18,8.42,8.15,8.186,8.029,8.294,8.35,-2.5,-0.21,2.93,136285.8,114336.07,158370.92,131171.27
2016-09-12,8.0,8.14,7.95,8.187,8.038,8.246,7.98,-2.32,-0.19,2.05,137582.2,114727.52,150685.71,91619.32
2016-09-13,8.04,8.09,7.95,8.175,8.044,8.182,8.02,0.5,0.04,1.62,126464.56,109693.28,132857.15,72324.0
2016-09-14,8.03,8.07,7.95,8.16,8.049,8.128,8.01,-0.12,-0.01,1.03,118000.14,107656.8,111438.16,46296.16
2016-09-19,8.13,8.14,8.03,8.173,8.062,8.076,8.05,1.5,0.12,1.51,114067.14,106112.2,81766.84,67423.46
2016-09-20,8.14,8.22,8.09,8.181,8.074,8.068,8.13,0.12,0.01,1.48,113579.47,106348.69,68788.02,66277.17
2016-09-21,8.18,8.25,8.1,8.175,8.096,8.104,8.17,0.37,0.03,2.85,113345.35,109496.62,76005.0,127704.19
2016-09-22,8.13,8.21,8.12,8.152,8.113,8.122,8.15,-0.24,-0.02,1.79,105207.66,110402.42,77558.16,80089.83
2016-09-23,8.03,8.17,8.02,8.125,8.121,8.122,8.17,-1.35,-0.11,1.67,97361.27,111313.06,83284.38,74927.27
2016-09-26,7.69,8.03,7.66,8.055,8.115,8.034,8.01,-4.23,-0.34,2.34,86258.88,113619.18,90750.92,104756.16
2016-09-27,7.78,7.79,7.65,8.015,8.101,7.962,7.69,1.17,0.09,1.35,79201.14,107743.47,89614.25,60593.81
2016-09-28,7.72,7.85,7.7,7.987,8.087,7.87,7.85,-0.77,-0.06,1.01,74570.31,106076.25,73135.62,45311.03
2016-09-29,7.79,7.84,7.7,7.962,8.069,7.802,7.75,0.91,0.07,1.04,71974.63,99219.6,66391.11,46367.26
2016-09-30,7.82,7.86,7.74,7.941,8.051,7.76,7.78,0.39,0.03,0.89,71351.09,94675.62,59417.8,40060.74
2016-10-10,7.96,8.07,7.83,7.924,8.049,7.814,7.89,1.92,0.15,2.17,74317.81,94192.48,57884.7,97090.65
2016-10-11,7.98,8.05,7.94,7.908,8.045,7.854,7.95,0.38,0.03,2.31,78025.09,95802.28,66435.93,103349.96
2016-10-12,8.01,8.04,7.93,7.891,8.033,7.912,7.95,0.38,0.03,2.72,77449.19,95397.27,81762.77,121945.24
2016-10-13,8.03,8.14,7.97,7.881,8.017,7.96,8.0,0.38,0.03,2.18,79192.7,92200.18,91994.28,97524.83
2016-10-14,7.99,8.04,7.92,7.877,8.001,7.994,8.04,-0.37,-0.03,1.63,79008.42,88184.85,98599.04,73084.5
2016-10-17,7.89,8.06,7.85,7.897,7.976,7.98,7.99,-1.25,-0.1,1.56,75516.2,80887.54,93147.69,69833.94
2016-10-18,8.02,8.04,7.84,7.921,7.968,7.988,7.85,1.78,0.14,1.63,76756.1,77978.62,87076.26,72992.8
2016-10-19,8.12,8.16,8.0,7.961,7.974,8.01,8.03,1.25,0.1,2.88,85138.83,79854.57,88514.88,129138.35
2016-10-20,8.11,8.13,8.03,7.993,7.978,8.026,8.1,0.0,0.0,1.76,88377.92,80176.28,84761.56,78758.2
2016-10-21,8.06,8.13,7.97,8.017,7.979,8.04,8.12,-0.62,-0.05,1.75,92204.36,81777.72,85809.67,78325.08
2016-10-24,8.14,8.15,8.03,8.035,7.98,8.09,8.07,0.87,0.07,1.95,91246.98,82782.39,89346.26,87516.89
2016-10-25,8.24,8.32,8.11,8.061,7.985,8.134,8.11,1.23,0.1,3.12,94877.0,86451.05,102677.75,139650.22
2016-10-26,8.17,8.27,8.14,8.077,7.984,8.144,8.2,-1.09,-0.09,2.22,92602.52,85025.86,96690.15,99200.36
2016-10-27,8.14,8.19,8.1,8.088,7.985,8.15,8.18,-0.37,-0.03,1.5,89544.84,84368.77,94328.12,66948.06
2016-10-28,8.13,8.32,8.1,8.102,7.99,8.164,8.17,-0.24,-0.02,3.26,96815.96,87912.19,107822.25,145795.73
2016-10-31,8.09,8.25,8.05,8.122,8.01,8.154,8.15,-0.25,-0.02,2.01,98832.08,87174.14,108317.89,89995.08
2016-11-01,8.22,8.24,8.06,8.142,8.032,8.15,8.09,1.61,0.13,2.16,101221.2,88988.65,99764.66,96884.08
2016-11-02,8.18,8.28,8.12,8.148,8.055,8.152,8.22,-0.61,-0.05,1.94,96992.3,91065.56,97294.45,86849.3
2016-11-03,8.27,8.37,8.13,8.164,8.079,8.178,8.17,1.1,0.09,3.11,103061.87,95719.9,111795.62,139453.91
2016-11-04,8.22,8.31,8.17,8.18,8.099,8.196,8.27,-0.48,-0.04,2.05,104419.47,98311.91,101016.68,91901.04
2016-11-07,8.27,8.36,8.18,8.193,8.114,8.232,8.22,0.61,0.05,2.93,108793.63,100020.3,109269.36,131258.47
2016-11-08,8.39,8.65,8.28,8.208,8.135,8.266,8.3,1.45,0.12,5.35,118802.09,106839.55,137839.51,239734.84
2016-11-09,8.31,8.43,8.23,8.222,8.15,8.292,8.43,-1.07,-0.09,3.53,124694.26,108648.39,152094.06,158122.05
2016-11-10,8.53,8.62,8.37,8.261,8.175,8.344,8.4,2.65,0.22,4.83,139634.77,114589.8,167473.91,216353.16
2016-11-11,8.86,9.08,8.57,8.334,8.218,8.472,8.61,3.87,0.33,9.57,167914.62,132365.29,234812.56,428594.28
2016-11-14,8.8,8.87,8.65,8.405,8.264,8.578,8.7,-0.56,-0.05,4.67,179840.67,139336.37,250411.98,209255.59
2016-11-15,8.88,8.97,8.68,8.471,8.307,8.676,8.75,0.91,0.08,4.14,188688.46,144954.83,239537.41,185361.98
2016-11-16,8.74,8.9,8.69,8.527,8.338,8.762,8.85,-1.58,-0.14,2.56,191473.99,144233.14,230853.92,114704.57
2016-11-17,8.73,8.85,8.63,8.573,8.369,8.802,8.71,-0.11,-0.01,2.49,188658.8,145860.34,209843.69,111302.01
2016-11-18,8.77,8.84,8.62,8.628,8.404,8.784,8.71,0.46,0.04,2.81,192035.1,148227.28,149257.64,125664.06
2016-11-21,8.78,8.82,8.7,8.679,8.436,8.78,8.79,0.0,0.0,2.31,189255.65,149024.64,128099.31,103463.95
2016-11-22,8.91,9.01,8.75,8.731,8.47,8.786,8.78,1.36,0.12,4.6,185881.75,152341.92,132226.1,205995.89
2016-11-23,8.97,9.36,8.9,8.797,8.51,8.832,9.0,0.67,0.06,7.25,202517.72,163605.99,174181.53,324481.72
2016-11-24,8.92,9.13,8.9,8.836,8.549,8.87,8.92,-0.67,-0.06,3.7,197440.34,168537.55,185036.99,165579.31
